id,company_name,location,sector,near_term_status,near_term_target_year
5606,Tower Semiconductor,Israel,Semicondutores e Equipamentos,Comprometido,Não Informado
5607,U.P.PRO LTD,Israel,"Empresas, Distribuidoras, Serviços e Suprimentos Comerciais",Metas definidas,2030
5608,Yoshfe Diamonds International Ltd,Israel,"Têxtil, Vestuário, Calçados e Artigos de Luxo",Comprometido,Não Informado
5609,A.F.E. Soc. Coop. Agricola,Itália,Varejo de Alimentos e Bens Essenciais,Metas definidas,2030
5610,A2A S.p.A.,Itália,"Companhias de Energia Elétrica, Produtores Independentes e Comerciantes de Energia (incluindo Fóssil, Alternativa e Nuclear)",Metas definidas,2030
5611,Acciaierie Venete S.p.A.,Itália,"Mineração - Ferro, Alumínio e Outros Metais",Comprometido,Não Informado
5612,Acea SpA,Itália,"Companhias de Energia Elétrica, Produtores Independentes e Comerciantes de Energia (incluindo Fóssil, Alternativa e Nuclear)",Metas definidas,2032
5613,Achille Pinto S.p.A.,Itália,"Têxtil, Vestuário, Calçados e Artigos de Luxo",Metas definidas,2030
5614,Acque Bresciane,Itália,Companhias de Água,Metas definidas,2030
5615,ACS Dobfar S.p.A.,Itália,"Produtos Farmacêuticos, Biotecnologia e Ciências Biológicas",Comprometido,Não Informado
5616,Adriatica S.p.A.,Itália,Processamento de Alimentos e Bebidas,Comprometido,Não Informado
5617,AEROPORTO GUGLIELMO MARCONI DI BOLOGNA S.P.A.,Itália,Transporte Aéreo - Serviços Aeroportuários,Compromisso removido,Não Informado
5618,ALIMAC s.r.l.,Itália,Recipientes e Embalagens,Metas definidas,2030
5619,Alperia SpA,Itália,"Companhias de Energia Elétrica, Produtores Independentes e Comerciantes de Energia (incluindo Fóssil, Alternativa e Nuclear)",Metas definidas,2032
5620,ALPITOUR SPA,Itália,Transporte Aéreo - Companhias Aéreas,Comprometido,Não Informado
5621,Ambienta SGR,Itália,"Bancos, Finanças Diversas e Seguros",Metas definidas,2030
5622,Amisco Spa,Itália,Equipamento e Maquinário Elétrico,Metas definidas,2030
5623,Amplifon S.p.A.,Itália,"Tecnologia, Provedores e Serviços de Saúde",Comprometido,Não Informado
5624,ARGEA Spa,Itália,Processamento de Alimentos e Bebidas,Comprometido,Não Informado
5625,Ariadne Digital srl,Itália,Software e Serviços,Comprometido,Não Informado
5626,Ariston Group,Itália,Insumos de Construção,Metas definidas,2030
5627,Artigo SPA,Itália,Construção e Engenharia,Metas definidas,2031
5628,ARTSANA SPA,Itália,"Bens de Consumo Duráveis, Produtos Domésticos e Pessoais",Comprometido,Não Informado
5629,ASTM S.p.A.,Itália,Transporte Terrestre - Estradas e Trilhos,Metas definidas,2030
5630,Atlante Sri,Itália,Varejo de Alimentos e Bens Essenciais,Comprometido,Não Informado
5631,Autostrade per l'Italia S.p.A.,Itália,Transporte Terrestre - Estradas e Trilhos,Metas definidas,2030
5632,Barilla G.R. Fratelli SpA,Itália,Processamento de Alimentos e Bebidas,Metas definidas,2030
5633,BDO Itália,Itália,Serviços Profissionais,Comprometido,Não Informado
5634,Benetton Group Srl,Itália,"Têxtil, Vestuário, Calçados e Artigos de Luxo",Metas definidas,2030
5635,Bitron Electronics SpA,Itália,Hardware e Equipamento de Tecnologia,Comprometido,Não Informado
5636,BizAway Srl Società Benefit,Itália,Software e Serviços,Metas definidas,2030
5637,Boemos SpA Industria Calzature,Itália,"Têxtil, Vestuário, Calçados e Artigos de Luxo",Metas definidas,2030
5638,Bolton,Itália,Produção de Alimentos de Origem Animal,Comprometido,Não Informado
5639,Brandart S.p.A.,Itália,"Têxtil, Vestuário, Calçados e Artigos de Luxo",Comprometido,Não Informado
5640,Brunello Cucinelli SpA,Itália,"Têxtil, Vestuário, Calçados e Artigos de Luxo",Metas definidas,2028
5641,BSP Pharmaceuticals spa,Itália,"Produtos Farmacêuticos, Biotecnologia e Ciências Biológicas",Metas definidas,2031
5642,Burgo Group S.p.A.,Itália,Produtos Florestais,Metas definidas,2030
5643,Business Integration Partners SpA,Itália,Serviços Profissionais,Metas definidas,2030
5644,Buzzi Unicem,Itália,Materiais de Construção,Metas definidas,2030
5645,C.I.B. SRL CARPENTERIA INDUSTRIALE BRESCIANA,Itália,Materiais de Construção,Metas definidas,2030
5646,C.T. POINT S.P.A.,Itália,"Têxtil, Vestuário, Calçados e Artigos de Luxo",Metas definidas,2030
5647,Caffè Borbone s.r.l.,Itália,Processamento de Alimentos e Bebidas,Comprometido,Não Informado
5648,Callmewine s.r.l,Itália,Varejo,Comprometido,Não Informado
5649,CALSATURIFICIO SICLA srl,Itália,"Têxtil, Vestuário, Calçados e Artigos de Luxo",Metas definidas,2030
5650,Calzaturificio Stella,Itália,"Têxtil, Vestuário, Calçados e Artigos de Luxo",Metas definidas,2030
5651,Canali,Itália,"Têxtil, Vestuário, Calçados e Artigos de Luxo",Comprometido,Não Informado
5652,Candy Spa,Itália,"Bens de Consumo Duráveis, Produtos Domésticos e Pessoais",Comprometido,Não Informado
5653,CAP HOLDING SpA,Itália,Companhias de Água,Metas definidas,2030
5654,CAPARDONI E C SRL,Itália,Recipientes e Embalagens,Metas definidas,2030
5655,CAPITELLI F.LLI S.R.L.,Itália,Processamento de Alimentos e Bebidas,Comprometido,Não Informado
5656,CARBOTECH S.R.L.,Itália,Automóveis e Componentes,Metas definidas,2030
5657,Carcano Antonio S.p.A.,Itália,Recipientes e Embalagens,Metas definidas,2030
5658,Carel Industries S.p.A.,Itália,Equipamento e Maquinário Elétrico,Metas definidas,2033
5659,CDS S.p.A,Itália,"Tecnologia, Provedores e Serviços de Saúde",Comprometido,Não Informado
5660,Cementir Holding N.V.,Itália,Materiais de Construção,Metas definidas,2030
5661,Chiesi Farmaceutici S.p.A.,Itália,"Produtos Farmacêuticos, Biotecnologia e Ciências Biológicas",Metas definidas,2030
5662,CHIMAN SRL,Itália,"Tecnologia, Provedores e Serviços de Saúde",Metas definidas,2030
5663,CHIMIVER PANSERI S.p.A.,Itália,Produtos Químicos,Metas definidas,2030
5664,Clementi,Itália,Produção de Alimentos Agrícolas,Comprometido,Não Informado
5665,Clessidra Group,Itália,"Bancos, Finanças Diversas e Seguros",Metas definidas,2027
5666,CMC S.p.A.,Itália,Equipamento e Maquinário Elétrico,Metas definidas,2033
5667,Coesia S.p.A.,Itália,Equipamento e Maquinário Elétrico,Comprometido,Não Informado
5668,Cogne Acciai Speciali S.p.A.,Itália,"Mineração - Ferro, Alumínio e Outros Metais",Comprometido,Não Informado
5669,Conceria Bertini Franco 1972 S.r.l.,Itália,"Têxtil, Vestuário, Calçados e Artigos de Luxo",Metas definidas,2030
5670,Conceria Pasubio Spa,Itália,Automóveis e Componentes,Comprometido,Não Informado
5671,Conceria Stefania S.p.A.,Itália,"Têxtil, Vestuário, Calçados e Artigos de Luxo",Metas definidas,2030
5672,Conceria Zuma Pelli Pregiate srl,Itália,"Têxtil, Vestuário, Calçados e Artigos de Luxo",Metas definidas,2030
5673,Cosmosol S.r.l.,Itália,"Bens de Consumo Duráveis, Produtos Domésticos e Pessoais",Metas definidas,2030
5674,Coster Tecnologie Speciali S.p.A.,Itália,Recipientes e Embalagens,Metas definidas,2030
5675,Crealis S.p.A.,Itália,Recipientes e Embalagens,Metas definidas,2030
5676,Crocco Spa SB,Itália,Recipientes e Embalagens,Comprometido,Não Informado
5677,D'Auria Printing S.p.A.,Itália,"Empresas, Distribuidoras, Serviços e Suprimentos Comerciais",Metas definidas,2030
5678,DalterFood Group,Itália,Processamento de Alimentos e Bebidas,Comprometido,Não Informado
5679,Danieli Group,Itália,Equipamento e Maquinário Elétrico,Metas definidas,2030
5680,Davines S.p.A.,Itália,"Bens de Consumo Duráveis, Produtos Domésticos e Pessoais",Metas definidas,2030
5681,De' Longhi Group,Itália,"Bens de Consumo Duráveis, Produtos Domésticos e Pessoais",Comprometido,Não Informado
5682,DEDAGROUP BUSINESS SOLUTIONS S.R.L.,Itália,Software e Serviços,Comprometido,Não Informado
5683,Della Toffola Group,Itália,Processamento de Alimentos e Bebidas,Compromisso removido,Não Informado
5684,Democom Srl,Itália,Software e Serviços,Metas definidas,2030
5685,Dolce&Gabbana,Itália,"Têxtil, Vestuário, Calçados e Artigos de Luxo",Comprometido,Não Informado
5686,Dolmen Spa,Itália,"Têxtil, Vestuário, Calçados e Artigos de Luxo",Metas definidas,2030
5687,Enav Group,Itália,Transporte Aéreo - Serviços Aeroportuários,Metas definidas,2030
5688,Enel SpA,Itália,"Companhias de Energia Elétrica, Produtores Independentes e Comerciantes de Energia (incluindo Fóssil, Alternativa e Nuclear)",Metas definidas,2030
5689,Enex Technologies,Itália,Construção e Engenharia,Comprometido,Não Informado
5690,Engineering Ingegneria Informatica S.p.A.,Itália,Software e Serviços,Metas definidas,2030
5691,ERG spa,Itália,"Companhias de Energia Elétrica, Produtores Independentes e Comerciantes de Energia (incluindo Fóssil, Alternativa e Nuclear)",Metas definidas,2030
5692,Ermenegildo Zegna NV,Itália,"Têxtil, Vestuário, Calçados e Artigos de Luxo",Metas definidas,2032
5693,Euro Vast S.p.A.,Itália,Produtos Florestais,Comprometido,Não Informado
5694,Eurodesign S.r.l.,Itália,"Empresas, Distribuidoras, Serviços e Suprimentos Comerciais",Metas definidas,2030
5695,Eurpack Giustini Sacchetti srl,Itália,Recipientes e Embalagens,Comprometido,Não Informado
5696,Everton Group,Itália,Processamento de Alimentos e Bebidas,Comprometido,Não Informado
5697,EVOCA Spa,Itália,Equipamento e Maquinário Elétrico,Metas definidas,2030
5698,Falco S.r.l.,Itália,"Têxtil, Vestuário, Calçados e Artigos de Luxo",Metas definidas,2030
5699,Farmaceutici Procemsa spa,Itália,"Produtos Farmacêuticos, Biotecnologia e Ciências Biológicas",Metas definidas,2030
5700,Fashion Box Spa,Itália,"Têxtil, Vestuário, Calçados e Artigos de Luxo",Comprometido,Não Informado
5701,Fastweb S.p.A.,Itália,Serviços de Telecomunicação,Metas definidas,2030
5702,Fater S.p.A.,Itália,"Bens de Consumo Duráveis, Produtos Domésticos e Pessoais",Metas definidas,2030
5703,Fedrigoni Group,Itália,Produtos Florestais,Metas definidas,2030
5704,Feralpi Siderurgica SpA,Itália,"Mineração - Ferro, Alumínio e Outros Metais",Metas definidas,2030
5705,FERCAM DOO BEOGRAD,Itália,Transporte Terrestre - Estradas de Ferro,Comprometido,Não Informado
5706,Ferrari N.V.,Itália,Automóveis e Componentes,Compromisso removido,Não Informado
5707,Ferrovie dello Stato Italiane SpA,Itália,Transporte Terrestre - Estradas de Ferro,Metas definidas,2030
5708,FLAG CALENDARS SRL,Itália,Produtos Florestais,Metas definidas,2030
5709,FOCCHI SPA UNIPERSONALE,Itália,Insumos de Construção,Metas definidas,2030
5710,GALVANICA FORMELLI SRL E MAGUI SRL,Itália,Produtos Químicos,Metas definidas,2030
5711,GLAM.TEX SRL UNIPERSONALE,Itália,"Têxtil, Vestuário, Calçados e Artigos de Luxo",Metas definidas,2030
5712,Golden Goose S.p.A.,Itália,"Têxtil, Vestuário, Calçados e Artigos de Luxo",Metas definidas,2030
5713,Gruppo Amadori_GESCO Sca,Itália,Processamento de Alimentos e Bebidas,Comprometido,Não Informado
5714,Gruppo Armani,Itália,"Têxtil, Vestuário, Calçados e Artigos de Luxo",Metas definidas,2030
5715,gruppo materia firenze,Itália,"Têxtil, Vestuário, Calçados e Artigos de Luxo",Metas definidas,2030
5716,Gruppo Veronesi,Itália,Produção de Alimentos de Origem Animal,Comprometido,Não Informado
5717,GUALA CLOSURES S.P.A.,Itália,Recipientes e Embalagens,Metas definidas,2030
5718,Guala Pack S.p.A.,Itália,Recipientes e Embalagens,Comprometido,Não Informado
5719,GY-TAL Shoes,Itália,"Têxtil, Vestuário, Calçados e Artigos de Luxo",Metas definidas,2030
5720,Hera,Itália,Companhias de Gestão de Resíduos Sólidos,Metas definidas,2030
5721,I.CO.P. S.p.A. Società Benefit,Itália,Construção e Engenharia,Comprometido,Não Informado
5722,IDEA S.p.A.,Itália,"Têxtil, Vestuário, Calçados e Artigos de Luxo",Metas definidas,2030
5723,illycaffè,Itália,Processamento de Alimentos e Bebidas,Metas definidas,2033
5724,IMA S.p.A. (Group),Itália,Equipamento e Maquinário Elétrico,Comprometido,Não Informado
5725,Impronta Group Srl,Itália,Serviços Profissionais,Metas definidas,2030
5726,INALCA S.p.A.,Itália,Produção de Alimentos de Origem Animal,Compromisso removido,Não Informado
5727,Industrie Cartarie Tronchetti Spa,Itália,Produtos Florestais,Comprometido,Não Informado
5728,Industrie De Nora S.p.A.,Itália,Equipamento e Maquinário Elétrico,Metas definidas,2030
5729,InfoCert,Itália,Software e Serviços,Comprometido,Não Informado
5730,Intesa Sanpaolo,Itália,"Bancos, Finanças Diversas e Seguros",Metas definidas,2028
5731,INWIT (Infrastrutture Wireless Italiane SpA),Itália,Serviços de Telecomunicação,Metas definidas,2030
5732,Iren Group,Itália,"Companhias de Energia Elétrica, Produtores Independentes e Comerciantes de Energia (incluindo Fóssil, Alternativa e Nuclear)",Metas definidas,2030
5733,Irplast S.p.A.,Itália,Recipientes e Embalagens,Metas definidas,2030
5734,Italgen S.p.A.,Itália,"Companhias de Energia Elétrica, Produtores Independentes e Comerciantes de Energia (incluindo Fóssil, Alternativa e Nuclear)",Metas definidas,2030
5735,Italia Trasporto Aereo S.p.A.,Itália,Transporte Aéreo - Companhias Aéreas,Comprometido,Não Informado
5736,Italmatch Chemicals SpA,Itália,Produtos Químicos,Metas definidas,2030
5737,Italmobiliare,Itália,"Bancos, Finanças Diversas e Seguros",Metas definidas,2027
5738,ITALO - Nuovo Trasporto Viaggiatori S.p.A.,Itália,Transporte Terrestre - Estradas e Trilhos,Comprometido,Não Informado
5739,Italpizza Spa,Itália,Processamento de Alimentos e Bebidas,Comprometido,Não Informado
5740,Iveco Group N.V.,Itália,Equipamento e Maquinário Elétrico,Comprometido,Não Informado
5741,Kedrion Holding Spa,Itália,"Produtos Farmacêuticos, Biotecnologia e Ciências Biológicas",Comprometido,Não Informado
5742,KOVERLUX SRL,Itália,"Têxtil, Vestuário, Calçados e Artigos de Luxo",Metas definidas,2030
5743,La Doria Group,Itália,Processamento de Alimentos e Bebidas,Metas definidas,2031
5744,LATI Industria Termoplastici S.p.A.,Itália,Produtos Químicos,Comprometido,Não Informado
5745,LBG Sicilia S.r.l.,Itália,Processamento de Alimentos e Bebidas,Comprometido,Não Informado
5746,Leonardo S.p.A.,Itália,Aeroespacial e Defesa,Metas definidas,2030
5747,Leone Alato S.p.A,Itália,Produção de Alimentos Agrícolas,Metas definidas,2033
5748,LUCART,Itália,"Bens de Consumo Duráveis, Produtos Domésticos e Pessoais",Comprometido,Não Informado
5749,Manelli Impresa S.p.A.,Itália,Construção e Engenharia,Comprometido,Não Informado
5750,Manni Group SpA,Itália,Insumos de Construção,Metas definidas,2028
5751,Manucor S.p.A.,Itália,Produtos Químicos,Comprometido,Não Informado
5752,Marcegaglia Steel SpA,Itália,Construção e Engenharia,Comprometido,Não Informado
5753,MARCHIOL S.P.A.,Itália,"Empresas, Distribuidoras, Serviços e Suprimentos Comerciais",Comprometido,Não Informado
5754,Mario Nava S.p.A,Itália,Automóveis e Componentes,Metas definidas,2030
5755,Master Italia S.P.A.,Itália,"Têxtil, Vestuário, Calçados e Artigos de Luxo",Metas definidas,2030
5756,Mattioli SpA,Itália,"Têxtil, Vestuário, Calçados e Artigos de Luxo",Comprometido,Não Informado
5757,METALLINEA SRL,Itália,"Têxtil, Vestuário, Calçados e Artigos de Luxo",Metas definidas,2030
5758,METER S.p.A.,Itália,Automóveis e Componentes,Metas definidas,2030
5759,MFP SRL,Itália,"Têxtil, Vestuário, Calçados e Artigos de Luxo",Metas definidas,2030
5760,Moleskine SRL,Itália,"Empresas, Distribuidoras, Serviços e Suprimentos Comerciais",Metas definidas,2030
5761,Moncler Group,Itália,"Têxtil, Vestuário, Calçados e Artigos de Luxo",Metas definidas,2030
5762,Multiversity S.p.A.,Itália,Serviços Educacionais,Comprometido,Não Informado
5763,Mundys,Itália,Transporte Terrestre - Estradas e Trilhos,Metas definidas,2030
5764,Nativa Srl SB,Itália,Serviços Profissionais,Metas definidas,2030
5765,Nexi SpA,Itália,Software e Serviços,Metas definidas,2030
5766,NGW Energia SpA SB,Itália,"Companhias de Energia Elétrica, Produtores Independentes e Comerciantes de Energia (incluindo Fóssil, Alternativa e Nuclear)",Metas definidas,2030
5767,NTT DATA ITALIA SPA,Itália,Software e Serviços,Comprometido,Não Informado
5768,O.R.I. MARTIN S.P.A.,Itália,"Mineração - Ferro, Alumínio e Outros Metais",Comprometido,Não Informado
5769,Oesse srl,Itália,Equipamento e Maquinário Elétrico,Metas definidas,2030
5770,Officina Profumo-Farmaceutica di Santa Maria Novella,Itália,"Bens de Consumo Duráveis, Produtos Domésticos e Pessoais",Metas definidas,2030
5771,OLON S.p.A.,Itália,"Produtos Farmacêuticos, Biotecnologia e Ciências Biológicas",Comprometido,Não Informado
5772,Omnia Technologies S.p.A,Itália,Equipamento e Maquinário Elétrico,Metas definidas,2030
5773,Open Fiber S.p.A.,Itália,Serviços de Telecomunicação,Metas definidas,2030
5774,Oreficeria Cora S.r.l.,Itália,"Têxtil, Vestuário, Calçados e Artigos de Luxo",Metas definidas,2030
5775,OSTINELLI SETA SPA,Itália,"Têxtil, Vestuário, Calçados e Artigos de Luxo",Metas definidas,2030
5776,OTB S.p.A.,Itália,"Têxtil, Vestuário, Calçados e Artigos de Luxo",Metas definidas,2030
5777,OVS S.p.A,Itália,Varejo,Metas definidas,2030
5778,PALLADIO GROUP,Itália,Produtos Florestais,Comprometido,Não Informado
5779,Parmacotto spa,Itália,Processamento de Alimentos e Bebidas,Metas definidas,2030
5780,Parva Consulting Srl,Itália,Serviços Profissionais,Metas definidas,2030
5781,PASTIFICIO DI MARTINO GAETANO & F.LLI SPA,Itália,Processamento de Alimentos e Bebidas,Metas definidas,2030
5782,Pattern Group,Itália,"Têxtil, Vestuário, Calçados e Artigos de Luxo",Comprometido,Não Informado
5783,Pattern S.P.A.,Itália,"Têxtil, Vestuário, Calçados e Artigos de Luxo",Metas definidas,2030
5784,Pelletteria P.A.M. srl,Itália,"Têxtil, Vestuário, Calçados e Artigos de Luxo",Metas definidas,2030
5785,PELLICONI & C. SPA,Itália,Recipientes e Embalagens,Metas definidas,2030
5786,perigea srl,Itália,Serviços Profissionais,Metas definidas,2030
5787,Pirelli & C. S.p.A,Itália,Pneus,Metas definidas,2030
5788,Prada Group,Itália,"Têxtil, Vestuário, Calçados e Artigos de Luxo",Metas definidas,2029
5789,PRINCIPIUM SRL,Itália,Software e Serviços,Metas definidas,2030
5790,PROCOS SPA,Itália,"Produtos Farmacêuticos, Biotecnologia e Ciências Biológicas",Comprometido,Não Informado
5791,Project Informatica srl,Itália,Software e Serviços,Comprometido,Não Informado
5792,Prysmian,Itália,Equipamento e Maquinário Elétrico,Metas definidas,2030
5793,Pusterla 1880,Itália,Recipientes e Embalagens,Metas definidas,2031
5794,Quake srl,Itália,"Têxtil, Vestuário, Calçados e Artigos de Luxo",Metas definidas,2030
5795,Radici Novacips Spa,Itália,Produtos Químicos,Metas definidas,2030
5796,RELAXSHOE SRL,Itália,"Têxtil, Vestuário, Calçados e Artigos de Luxo",Compromisso removido,Não Informado
5797,Retelit Group,Itália,Serviços de Telecomunicação,Metas definidas,2030
5798,Retex S.p.A. Società Benefit,Itália,Serviços Profissionais,Comprometido,Não Informado
5799,Reynaldi SRL SB,Itália,Produtos Químicos,Metas definidas,2030
5800,RINA S.p.A.,Itália,Serviços Profissionais,Comprometido,Não Informado
5801,s.d.i. automazione industriale S.p.A.,Itália,Hardware e Equipamento de Tecnologia,Metas definidas,2030
5802,S.I.BE.G. S.r.l.,Itália,Processamento de Alimentos e Bebidas,Metas definidas,2030
5803,SAF S.P.A.,Itália,Insumos de Construção,Metas definidas,2034
5804,Safety21 S.p.A.,Itália,Software e Serviços,Metas definidas,2030
5805,Safilo Group S.p.A.,Itália,"Têxtil, Vestuário, Calçados e Artigos de Luxo",Metas definidas,2030
5806,Salumificio Fratelli Beretta S.p.A.,Itália,Processamento de Alimentos e Bebidas,Comprometido,Não Informado
5807,Salvatore Ferragamo Group,Itália,"Têxtil, Vestuário, Calçados e Artigos de Luxo",Metas definidas,2029
5808,Save The Duck S.p.A.,Itália,"Têxtil, Vestuário, Calçados e Artigos de Luxo",Metas definidas,2030
5809,Seda International Packaging Group,Itália,Produtos Florestais,Comprometido,Não Informado
5810,Serioplast Group,Itália,Recipientes e Embalagens,Comprometido,Não Informado
5811,Service Key S.p.A.,Itália,"Empresas, Distribuidoras, Serviços e Suprimentos Comerciais",Comprometido,Não Informado
5812,SICON srl,Itália,Recipientes e Embalagens,Metas definidas,2030
5813,SIDEL Group,Itália,Recipientes e Embalagens,Metas definidas,2030
5814,SIDI SPORT SRL,Itália,"Têxtil, Vestuário, Calçados e Artigos de Luxo",Comprometido,Não Informado
5815,SKINTITE SRL,Itália,"Têxtil, Vestuário, Calçados e Artigos de Luxo",Metas definidas,2030
5816,Società Metropolitana Acque Torino S.p.A.,Itália,Companhias de Água,Comprometido,Não Informado
5817,Sofidel S.p.A.,Itália,"Bens de Consumo Duráveis, Produtos Domésticos e Pessoais",Metas definidas,2030
5818,SP PLAST Creating S.r.l.,Itália,"Têxtil, Vestuário, Calçados e Artigos de Luxo",Metas definidas,2030
5819,SPEA S.P.A.,Itália,Equipamento e Maquinário Elétrico,Comprometido,Não Informado
5820,Spica S.r.l.,Itália,Produtos Químicos,Metas definidas,2030
5821,Sportler AG,Itália,Varejo,Metas definidas,2030
5822,Spreafico Françasco & F.lli S.p.A.,Itália,Produção de Alimentos Agrícolas,Compromisso removido,Não Informado
5823,Stevanato Group,Itália,Equipamentos e Suprimentos de Saúde,Comprometido,Não Informado
5824,SUMMEET SRL,Itália,Serviços Profissionais,Metas definidas,2030
5825,Sunion S.p.A,Itália,Recipientes e Embalagens,Metas definidas,2030
5826,Systent GmbH,Itália,Serviços Profissionais,Metas definidas,2030
5827,Tecnica Group,Itália,"Têxtil, Vestuário, Calçados e Artigos de Luxo",Comprometido,Não Informado
5828,Tecniplast SpA,Itália,"Produtos Farmacêuticos, Biotecnologia e Ciências Biológicas",Comprometido,Não Informado
5829,Teddy S.p.A,Itália,Varejo,Metas definidas,2031
5830,Terna S.p.A.,Itália,"Companhias de Energia Elétrica, Produtores Independentes e Comerciantes de Energia (incluindo Fóssil, Alternativa e Nuclear)",Metas definidas,2030
5831,TEXOR SRL,Itália,Software e Serviços,Metas definidas,2030
5832,TEXPELL S.R.L.,Itália,"Têxtil, Vestuário, Calçados e Artigos de Luxo",Metas definidas,2030
5833,The Schneider Group,Itália,"Têxtil, Vestuário, Calçados e Artigos de Luxo",Compromisso removido,Não Informado
5834,TIM Group,Itália,Serviços de Telecomunicação,Metas definidas,2030
5835,Tod's Group,Itália,"Têxtil, Vestuário, Calçados e Artigos de Luxo",Comprometido,Não Informado
5836,TXT Quence srl,Itália,Software e Serviços,Comprometido,Não Informado
5837,UNACOA S.P.A. Consortile,Itália,Varejo de Alimentos e Bens Essenciais,Metas definidas,2030
5838,UNO INFOMATICA SPA,Itália,Hardware e Equipamento de Tecnologia,Metas definidas,2030
5839,Up2You S.r.l. SB,Itália,Serviços Profissionais,Metas definidas,2030
5840,Vaimo S.p.A.,Itália,"Hotéis, Restaurantes, Lazer e Serviços de Turismo",Metas definidas,2030
5841,Valbormida S.p.A.,Itália,Automóveis e Componentes,Metas definidas,2030
5842,VALEXTRA SPA,Itália,"Têxtil, Vestuário, Calçados e Artigos de Luxo",Metas definidas,2030
5843,VIGNOLA NOBILE SPA,Itália,"Têxtil, Vestuário, Calçados e Artigos de Luxo",Metas definidas,2030
5844,Way2Global Srl SB,Itália,Serviços Profissionais,Metas definidas,2030
5845,Webuild S.p.A.,Itália,Construção e Engenharia,Metas definidas,2030
5846,YLENIA PREZIOSI S.R.L.,Itália,"Têxtil, Vestuário, Calçados e Artigos de Luxo",Metas definidas,2030
5847,ZETA CATENE SRL,Itália,"Têxtil, Vestuário, Calçados e Artigos de Luxo",Metas definidas,2030
5848,ZORDAN SRL SB,Itália,Materiais de Construção,Metas definidas,2030
5849,ZUEGG,Itália,Processamento de Alimentos e Bebidas,Comprometido,Não Informado
5850,A2 Healthcare Corporation,Japão,Serviços Profissionais,Comprometido,Não Informado
5851,Aakel Technologies Inc.,Japão,Software e Serviços,Metas definidas,2030
5852,"ABE NIKKO KOGYO CO.,LTD.",Japão,Construção e Engenharia,Metas definidas,2030
5853,"ABE SHOTEN CO.,LTD.",Japão,Equipamento e Maquinário Elétrico,Metas definidas,2030
5854,ABEKOGYO co. ltd.,Japão,Equipamento e Maquinário Elétrico,Metas definidas,2030
5855,Acreeg Inc.,Japão,Serviços Profissionais,Metas definidas,2030
5856,"Adachi Heat treatment Laboratory Co.,Ltd.",Japão,Automóveis e Componentes,Metas definidas,2030
5857,"ADVANCE ELECTRIC CO., INC.",Japão,Semicondutores e Equipamentos,Metas definidas,2030
5858,Advance Logistics Investment Corporation,Japão,Imóveis,Metas definidas,2030
5859,Advance Residence Investment Corporation,Japão,Imóveis,Metas definidas,2030
5860,Advantest Corporation,Japão,Equipamento e Maquinário Elétrico,Metas definidas,2030
5861,"Aeon Co., Ltd.",Japão,Varejo de Alimentos e Bens Essenciais,Metas definidas,2030
5862,"AEON MALL Co., Ltd.",Japão,Imóveis,Metas definidas,2030
5863,"AeroEdge Co., Ltd.",Japão,Aeroespacial e Defesa,Metas definidas,2030
5864,"After Plus 2 co.,ltd",Japão,Construção e Engenharia,Metas definidas,2030
5865,"AG Co., Ltd.",Japão,Construção e Engenharia,Metas definidas,2030
5866,AGC Inc.,Japão,Insumos de Construção,Metas definidas,2030
5867,"Ai First Co., Ltd.",Japão,Construção e Engenharia,Metas definidas,2030
5868,"Aichi Hoist Industry Co., Ltd.",Japão,Equipamento e Maquinário Elétrico,Metas definidas,2030
5869,"AICHISYSTEM. CO., LTD.",Japão,Automóveis e Componentes,Metas definidas,2030
5870,"Aief logistics service Co., Ltd.",Japão,Companhias de Gestão de Resíduos Sólidos,Metas definidas,2030
5871,"Aigihousing.co.,Ltd.",Japão,Construção Residencial,Metas definidas,2030
5872,AIHO SEIKI CORPORATION,Japão,Automóveis e Componentes,Metas definidas,2030
5873,"AIKOSHA Co.,Ltd.",Japão,Equipamento e Maquinário Elétrico,Metas definidas,2030
5874,Aile CO.Ltd.,Japão,Serviços Especializados ao Consumidor,Metas definidas,2030
5875,"AISACHI Co.,Ltd.",Japão,Hardware e Equipamento de Tecnologia,Metas definidas,2030
5876,"Aisawa Construction Co.,Ltd.",Japão,Construção e Engenharia,Metas definidas,2030
5877,"AISHIN CO.,LTD.",Japão,Construção e Engenharia,Metas definidas,2030
5878,AISIN CORPORATION,Japão,Automóveis e Componentes,Metas definidas,2031
5879,"Ajinomoto Co., Inc.",Japão,Processamento de Alimentos e Bebidas,Metas definidas,2030
5880,"Akaoni Ironworks Co.,Ltd",Japão,Equipamento e Maquinário Elétrico,Metas definidas,2030
5881,"AKIMOTO KOGYO Co., Ltd.",Japão,Equipamento e Maquinário Elétrico,Metas definidas,2030
5882,AKISTEEL CO.LTD,Japão,"Mineração - Ferro, Alumínio e Outros Metais",Metas definidas,2030
5883,"Akutsukiso Co., Ltd.",Japão,Construção e Engenharia,Metas definidas,2030
5884,Alec-Kawai.Co.Ltd,Japão,"Empresas, Distribuidoras, Serviços e Suprimentos Comerciais",Metas definidas,2030
5885,"Almax Co.,Ltd",Japão,Automóveis e Componentes,Metas definidas,2030
5886,"ALMETAX MANUFACTURING CO.,LTD.",Japão,"Mineração - Ferro, Alumínio e Outros Metais",Metas definidas,2030
